OBJECTID,Statistical area 2 (SA2) 2023 code,Statistical area 2 (SA2) 2023 name,Statistical area 2 (SA2) 2023 name no macrons,"Subject pop: Census usually resident population, Year: 2013, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: 2018, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: 2023, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: Change 2013-2018, Measure: Percent, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: Change 2018-2023, Measure: Percent, Var1: Census usually resident population (Total)",Area square kilometres,Land area square kilometres,Shape__Area,Shape__Length
542,309500,Buller Coalfields,Buller Coalfields,987,909,963,-7.9,5.9,498.5214858,498.5214858,498521431.3,109767.8474
543,309400,Westport South,Westport South,2718,2496,2610,-8.2,4.6,2.87392481,2.87392481,2874462.639,8206.359789
544,309300,Westport Rural,Westport Rural,1230,1260,1446,2.4,14.8,90.06425586,90.06425586,90063057.11,66620.25183
545,309201,Westport North,Westport North,2040,1893,1920,-7.2,1.4,8.65710158,8.65710158,8657111.529,25260.81314
546,309000,Karamea,Karamea,768,714,909,-7,27.3,3129.17613,3129.17613,3129175160,373488.5372
547,308900,Kaikōura,Kaikoura,2010,2223,2316,10.6,4.2,9.28285838,9.28285838,9283180.939,32165.48987
548,308800,Kaikōura Ranges,Kaikoura Ranges,1545,1689,1899,9.3,12.4,2037.567633,2037.567633,2037568210,307376.003
549,308600,Witherlea East,Witherlea East,2652,2808,2805,5.9,-0.1,1.37388583,1.37388583,1373954.409,5523.952024
550,308500,Riverlands,Riverlands,405,465,543,14.8,16.8,6.27711676,6.27711676,6276255.124,19638.01303
551,308400,Redwoodtown East,Redwoodtown East,2592,2742,2817,5.8,2.7,1.07412763,1.07412763,1074045.75,5421.633657
552,308300,Witherlea West,Witherlea West,2181,2601,2952,19.3,13.5,2.43685407,2.43685407,2437044.525,9313.906382
553,308200,Redwoodtown West,Redwoodtown West,2469,2613,2580,5.8,-1.3,1.06278688,1.06278688,1062696.252,4261.88126
554,308100,Whitney East,Whitney East,2172,2394,2394,10.2,0,1.05741646,1.05741646,1057418.063,6148.134348
555,308000,Riversdale-Islington,Riversdale-Islington,2070,2319,2322,12,0.1,1.09555488,1.09555488,1095565.272,4727.728697
556,307900,Blenheim Central,Blenheim Central,1068,1152,1200,7.9,4.2,1.55336926,1.55336926,1553382.273,7983.260644
557,307802,Burleigh,Burleigh,303,432,984,42.6,127.8,3.62487657,3.62487657,3625102.639,8977.854681
558,307801,Whitney West,Whitney West,2322,2472,2400,6.5,-2.9,1.13963235,1.13963235,1139698.554,4855.627522
559,307700,Mayfield,Mayfield,1539,1674,1689,8.8,0.9,1.45865291,1.45865291,1458818.102,5735.74675
560,307601,Yelverton,Yelverton,2334,2613,2505,12,-4.1,2.54786291,2.54786291,2547728.654,9333.777625
561,307501,Springlands,Springlands,3129,3366,3585,7.6,6.5,2.75419385,2.75419385,2754104.986,8004.902849
562,307400,Spring Creek-Grovetown,Spring Creek-Grovetown,972,1071,1062,10.2,-0.8,9.69194814,9.69194814,9691232.671,17535.30829
563,307301,Woodbourne,Woodbourne,1425,1743,1749,22.3,0.3,76.12930892,76.12930892,76129948.97,76095.2005
564,307200,Lower Wairau,Lower Wairau,1167,1212,1209,3.9,-0.2,116.6655076,116.6655076,116667264.3,118807.9453
565,307100,Renwick,Renwick,2253,2418,2448,7.3,1.2,2.31964386,2.31964386,2319532.271,7457.493774
566,307000,Awatere,Awatere,1626,1617,1737,-0.6,7.4,3286.307601,3273.51592,3286307202,492919.0562
567,306900,Tuamarina,Tuamarina,1185,1263,1341,6.6,6.2,167.8366872,167.8366872,167836358,76064.64507
568,306801,Waitohi (Marlborough District),Waitohi (Marlborough District),2751,3045,3153,10.7,3.5,5.31112186,5.31112186,5309775.029,20783.13808
569,306701,Waikawa (Marlborough District),Waikawa (Marlborough District),1371,1542,1659,12.5,7.6,4.32410433,4.32410433,4324266.037,21073.5379
570,306600,Upper Wairau,Upper Wairau,1746,1938,2091,11,7.9,4177.497157,4177.497157,4177497306,418968.2084
571,306501,Marlborough Sounds East,Marlborough Sounds East,1854,1845,2028,-0.5,9.9,1043.096123,1043.096123,1043104013,1070518.05
572,306301,Marlborough Sounds West,Marlborough Sounds West,1806,1989,2133,10.1,7.2,1554.044173,1554.044173,1554050548,830881.8392
573,306200,The Brook,The Brook,1857,1992,1896,7.3,-4.8,6.90698426,6.90698426,6906448.055,14571.3388
574,306100,Daelyn,Daelyn,462,852,1332,84.4,56.3,1.4728011,1.4728011,1472684.695,6908.778651
575,306000,Enner Glynn,Enner Glynn,2760,2916,2964,5.7,1.6,7.39856373,7.39856373,7398763.469,14643.09457
576,305900,Omaio,Omaio,2718,3387,3912,24.6,15.5,5.35622797,5.35622797,5355829.841,12216.75842
577,305800,Suffolk,Suffolk,2625,2721,2658,3.7,-2.3,2.00126145,2.00126145,2001734.028,7067.18697
578,305700,Saxton,Saxton,60,57,66,-5,15.8,3.99431151,3.99431151,3994513.693,14832.95035
579,305600,Grampians,Grampians,2235,2412,2538,7.9,5.2,2.95165224,2.95165224,2951840.573,8914.703312
580,305500,Maitai,Maitai,1314,1362,1293,3.7,-5.1,0.93527094,0.93527094,935327.5986,5156.848266
581,305400,Maitlands,Maitlands,2022,2148,2157,6.2,0.4,0.76222044,0.76222044,762280.0151,4801.839358
582,305300,Rutherford,Rutherford,2490,2583,2547,3.7,-1.4,1.21302475,1.21302475,1213167.26,6111.059734
583,305200,Victory,Victory,1512,1611,1521,6.5,-5.6,0.63007183,0.63007183,630036.1836,4101.680249
584,305100,Aldinga,Aldinga,2580,3168,3174,22.8,0.2,1.11110157,1.11110157,1110740.283,5196.565131
585,305000,Nayland,Nayland,1725,1899,2097,10.1,10.4,0.84010459,0.84010459,840160.7241,4739.00824
586,304900,Toi Toi,Toi Toi,1548,1659,1686,7.2,1.6,1.3079691,1.3079691,1307819.853,4784.494736
587,304800,The Wood,The Wood,2835,2907,3018,2.5,3.8,1.16161836,1.16161836,1161617.713,5268.231279
588,304700,Nelson Central-Trafalgar,Nelson Central-Trafalgar,579,675,660,16.6,-2.2,1.24560305,1.24560305,1245420.493,7350.807871
589,304600,Tahuna Hills,Tahuna Hills,2652,2847,2949,7.4,3.6,2.67686062,2.67686062,2676737.067,9178.967124
590,304500,Washington,Washington,2469,2847,2826,15.3,-0.7,1.12469897,1.12469897,1124791.95,4903.347565
591,304400,Broadgreen-Monaco,Broadgreen-Monaco,2298,2376,2463,3.4,3.7,1.13517414,1.13517414,1135005.232,13130.70994
592,304300,Atawhai,Atawhai,2556,2790,2877,9.2,3.1,4.53617604,4.53617604,4535881.299,13656.42856
593,304200,Britannia,Britannia,1650,1767,1722,7.1,-2.5,0.84028663,0.84028663,840230.5791,5509.404515
594,304100,Tāhunanui,Tahunanui,2589,2745,2892,6,5.4,1.61396539,1.61396539,1614060.032,6470.34694
595,304000,Nelson Airport,Nelson Airport,105,96,72,-8.6,-25,2.95612008,2.95612008,2955970.953,11712.77143
596,303901,Port Nelson,Port Nelson,81,84,123,3.7,46.4,0.97767029,0.97767029,977456.3984,13345.82208
597,303800,Marybank,Marybank,1011,1068,1113,5.6,4.2,1.00901614,1.00901614,1009146.762,5073.792519
598,303600,Nelson Rural,Nelson Rural,1704,1896,1992,11.3,5.1,366.0350944,366.0350944,366035443.9,159986.126
599,303500,Aniseed Valley,Aniseed Valley,396,492,501,24.2,1.8,57.20770596,57.20770596,57206289.41,46859.37645
600,303400,Fairose,Fairose,1002,1620,1815,61.7,12,1.4211355,1.4211355,1420890.081,6671.590477
601,303300,Easby Park,Easby Park,2589,2754,2754,6.4,0,1.12871826,1.12871826,1128763.425,5533.766642
602,303200,Templemore,Templemore,1761,2004,2040,13.8,1.8,1.42676618,1.42676618,1426622.282,5463.222917
603,303100,Wilkes Park,Wilkes Park,2148,2304,2289,7.3,-0.7,0.88152237,0.88152237,881451.5571,3907.163237
604,303001,Richmond South (Tasman District),Richmond South (Tasman District),675,711,1044,5.3,46.8,2.69061867,2.69061867,2690625.308,8000.858281
605,302900,Ben Cooper Park,Ben Cooper Park,2301,2355,2400,2.3,1.9,0.91543155,0.91543155,915432.4917,3798.479899
606,302800,Richmond Central (Tasman District),Richmond Central (Tasman District),1791,1848,1920,3.2,3.9,1.15292502,1.15292502,1152996.344,4986.783484
607,302701,Hope,Hope,837,867,840,3.6,-3.1,6.80908867,6.80908867,6810062.884,14907.55048
608,302600,Brightwater,Brightwater,1794,2133,2280,18.9,6.9,4.66708276,4.66708276,4667669.019,12180.79401
609,302500,Wakefield Rural,Wakefield Rural,1173,1248,1353,6.4,8.4,375.7942879,375.7942879,375792519.7,155740.6319
610,302400,Richmond West (Tasman District),Richmond West (Tasman District),750,924,2853,23.2,208.8,6.46147896,6.46147896,6461323.049,12617.05136
611,302300,Wakefield,Wakefield,2301,2448,2694,6.4,10,9.92316764,9.92316764,9922596.503,18051.07957
612,302201,Appleby (Tasman District),Appleby (Tasman District),738,756,765,2.4,1.2,20.49945446,20.49945446,20499359.74,24941.21045
613,302101,Waimea West,Waimea West,1113,1140,1107,2.4,-2.9,60.06836282,60.06836282,60068137.89,42113.10416
614,302000,Islands Tasman District,Islands Tasman District,96,102,90,6.2,-11.8,15.94223259,15.94223259,15942662.53,47379.75798
615,301800,Murchison-Nelson Lakes,Murchison-Nelson Lakes,1182,1290,1491,9.1,15.6,3739.516551,3706.006397,3739514709,345691.1146
616,301704,Māpua,Mapua,1170,1482,1620,26.7,9.3,2.71265019,2.71265019,2712599.557,11055.58285
617,301703,Ruby Bay,Ruby Bay,1143,1356,1434,18.6,5.8,11.71692891,11.71692891,11717166.27,18248.68803
618,301602,Waimea Inlet,Waimea Inlet,564,765,999,35.6,30.6,6.52859822,6.52859822,6528624.434,26257.61398
619,301601,Moutere Hills,Moutere Hills,1836,2133,2562,16.2,20.1,86.54120808,86.54120808,86542206.82,67052.05538
620,301500,Golden Downs,Golden Downs,1710,1827,1920,6.8,5.1,1819.60436,1819.60436,1819607338,258561.4626
621,301301,Motueka East,Motueka East,2784,3006,3078,8,2.4,3.24788298,3.24788298,3247807.914,13834.66295
622,301200,Motueka West,Motueka West,2151,2523,2625,17.3,4,7.86788813,7.86788813,7868242.949,13049.56061
623,301101,Motueka North,Motueka North,2175,2472,2490,13.7,0.7,1.56869586,1.56869586,1568657.582,6288.903209
624,301000,Lower Moutere,Lower Moutere,1509,1683,1845,11.5,9.6,62.10646348,62.10646348,62106019.34,55552.33136
625,300900,Upper Moutere,Upper Moutere,1830,1962,1971,7.2,0.5,445.9410667,445.9410667,445941112.1,136624.437
626,300801,Kaiteriteri-Rīwaka,Kaiteriteri-Riwaka,1539,1770,1992,15,12.5,29.48291639,29.48291639,29482639.99,59397.67323
627,300700,Takaka Hills,Takaka Hills,1098,1185,1302,7.9,9.9,277.7192928,277.7192928,277720462.5,112969.7473
628,300601,Pōhara-Abel Tasman,Pohara-Abel Tasman,1455,1470,1653,1,12.4,326.1259733,326.1259733,326123763.6,151766.9885
629,300500,Tākaka,Takaka,1236,1335,1392,8,4.3,12.51704766,12.51704766,12517008.81,21226.86961
630,300301,Golden Bay/Mohua,Golden Bay/Mohua,2310,2421,2703,4.8,11.6,2248.898713,2248.898713,2248894030,476054.3942
631,259800,Bare Island,Bare Island,0,0,0,-998,-998,0.13162933,0.13162933,131642.5244,2288.45549
632,258900,Islands Bay of Plenty Region,Islands Bay of Plenty Region,27,27,33,0,22.2,24.88127186,24.88127186,24881117.42,58977.35052
633,258100,Three Kings Islands,Three Kings Islands,0,0,0,-998,-998,4.96643395,4.96643395,4964839.055,34486.44102
634,257901,Martinborough,Martinborough,1494,1824,1875,22.1,2.8,4.86262141,4.86262141,4862882.532,11704.07348
635,257801,Aorangi Forest,Aorangi Forest,1350,1407,1641,4.2,16.6,1578.959391,1578.959391,1578958267,245764.347
636,257700,Greytown,Greytown,2238,2466,2772,10.2,12.4,5.06897529,5.06897529,5069169.629,14390.50327
637,257600,Inland water Lake Wairarapa,Inland water Lake Wairarapa,0,0,0,-998,-998,63.50847701,0,63508657.54,49126.49033
638,257500,Featherston,Featherston,2250,2487,2793,10.5,12.3,3.18957748,3.18957748,3189708.209,9388.612394
639,257400,Kahutara,Kahutara,975,1035,1128,6.2,9,464.5921209,458.012607,464593001.4,194846.9745
640,257300,Tauherenikau,Tauherenikau,1221,1353,1602,10.8,18.4,337.6627226,337.6627226,337661981.9,135804.2318
641,257200,Gladstone (Carterton District),Gladstone (Carterton District),816,870,939,6.6,7.9,621.1579018,621.1579018,621159036.7,204388.1075
642,257100,Carterton South,Carterton South,2499,2814,3168,12.6,12.6,2.93666844,2.93666844,2936865.802,7275.985313
643,257000,Kokotau,Kokotau,1149,1221,1275,6.3,4.4,120.5752314,120.5752314,120574624,53772.49192
644,256900,Carterton North,Carterton North,2241,2526,2688,12.7,6.4,2.36087244,2.36087244,2360891.75,6889.44653
645,256800,Mount Holdsworth,Mount Holdsworth,1527,1767,2037,15.7,15.3,432.8746694,432.8746694,432874443.8,128075.0719
646,256700,McJorrow Park,McJorrow Park,1593,1677,1806,5.3,7.7,0.90892628,0.90892628,909320.8223,4917.647603
647,256600,Homebush-Te Ore Ore,Homebush-Te Ore Ore,942,1050,1221,11.5,16.3,103.1139876,103.1139876,103113966.3,77071.8004
648,256500,Whareama,Whareama,1281,1410,1431,10.1,1.5,1596.07769,1596.07769,1596076275,258960.9131
649,256400,Cameron and Soldiers Park,Cameron and Soldiers Park,1983,2160,2205,8.9,2.1,1.48635865,1.48635865,1486038.208,6448.973695
650,256301,Lansdowne East,Lansdowne East,2586,2790,3021,7.9,8.3,3.93394362,3.93394362,3933905.086,12563.72716
651,256200,Solway South,Solway South,3012,3459,4164,14.8,20.4,6.38505757,6.38505757,6384914.456,12457.16326
652,256100,Douglas Park,Douglas Park,1905,2016,2061,5.8,2.2,1.20827639,1.20827639,1208004.849,5592.404509
653,256000,Kuripuni,Kuripuni,1638,1653,1653,0.9,0,1.25705546,1.25705546,1257279.149,5949.786467
654,255900,Masterton Central,Masterton Central,606,711,642,17.3,-9.7,1.75966733,1.75966733,1759568.815,12621.54123
655,255800,Lansdowne West,Lansdowne West,1386,1596,1779,15.2,11.5,2.27535277,2.27535277,2275498.663,8051.21568
656,255700,Solway North,Solway North,2142,2346,2610,9.5,11.3,2.07604264,2.07604264,2076042.895,6903.67651
657,255601,Ngaumutawa,Ngaumutawa,1392,1512,1671,8.6,10.5,1.156713,1.156713,1156817.839,5567.231518
658,255501,Opaki,Opaki,957,1062,1146,11,7.9,35.61791377,35.61791377,35617759.57,36561.5208
659,255401,Upper Plain,Upper Plain,1071,1203,1263,12.3,5,84.91094919,84.91094919,84911607.06,54720.88494
660,255300,Kopuaranga,Kopuaranga,855,915,1011,7,10.5,458.0402244,458.0402244,458037857.6,145177.5052
661,255200,Seatoun,Seatoun,2235,2319,2190,3.8,-5.6,1.33081834,1.33081834,1330803.774,9498.146576
662,255100,Strathmore (Wellington City),Strathmore (Wellington City),3702,3828,3744,3.4,-2.2,1.45992752,1.45992752,1459943.259,6671.639098
663,255000,Rongotai,Rongotai,63,48,48,-23.8,0,1.94250765,1.94250765,1942720.171,13043.09523
664,254900,Miramar South,Miramar South,3459,3510,3381,1.5,-3.7,0.98412225,0.98412225,984059.4746,4302.677341
665,254800,Miramar East,Miramar East,2868,3003,2922,4.7,-2.7,0.84767318,0.84767318,847631.8516,6799.763832
666,254700,Houghton Bay,Houghton Bay,1551,1677,1596,8.1,-4.8,1.28887208,1.28887208,1288777.717,8001.94016
667,254600,Karaka Bay-Worser Bay,Karaka Bay-Worser Bay,1443,1503,1470,4.2,-2.2,0.6741001,0.6741001,674174.8574,7220.702753
668,254500,Southgate,Southgate,1176,1164,1086,-1,-6.7,0.46704013,0.46704013,467045.5596,5115.441244
669,254401,Miramar Central,Miramar Central,1932,2070,1980,7.1,-4.3,0.52691896,0.52691896,526932.1592,3460.434445
670,254300,Lyall Bay,Lyall Bay,2595,2673,2598,3,-2.8,0.54772617,0.54772617,547630.416,4108.069927
671,254200,Kilbirnie East,Kilbirnie East,2181,2154,2088,-1.2,-3.1,0.4766826,0.4766826,476680.1904,3929.382942
672,254100,Miramar North,Miramar North,1305,1347,1353,3.2,0.4,0.50735756,0.50735756,507445.5732,3484.103912
673,254000,Island Bay East,Island Bay East,3447,3516,3594,2,2.2,0.98258502,0.98258502,982864.9277,7292.443831
674,253900,Melrose,Melrose,1212,1299,1239,7.2,-4.6,0.33286797,0.33286797,332959.2549,3647.125991
675,253800,Island Bay West,Island Bay West,3159,3381,3234,7,-4.3,1.168462,1.168462,1168281.927,7995.687029
676,253700,Kilbirnie Central,Kilbirnie Central,2622,2688,2613,2.5,-2.8,0.97174077,0.97174077,971673.9092,7092.389486
677,253600,Newtown South,Newtown South,3243,3642,3588,12.3,-1.5,1.19509552,1.19509552,1195285.663,5413.914197
678,253501,Maupuia,Maupuia,1524,1485,1470,-2.6,-1,1.95690007,1.95690007,1957003.221,10966.81348
679,253400,Hataitai South,Hataitai South,1398,1461,1434,4.5,-1.8,0.42816632,0.42816632,428188.415,3373.676223
680,253300,Berhampore,Berhampore,3609,3870,3693,7.2,-4.6,1.39727992,1.39727992,1397102.338,6122.261098
681,253200,Evans Bay,Evans Bay,1038,1122,1128,8.1,0.5,0.35112545,0.35112545,351198.9287,7404.924277
682,253102,Hataitai North East,Hataitai North East,2169,2262,2175,4.3,-3.8,0.45463635,0.45463635,454749.6055,3637.855561
683,253101,Hataitai North West,Hataitai North West,1683,1770,1728,5.2,-2.4,0.60874317,0.60874317,608592.4834,4127.455553
684,253000,Newtown West,Newtown West,3138,3414,3372,8.8,-1.2,0.66082533,0.66082533,660920.2979,3925.304216
685,252900,Newtown North,Newtown North,2019,2124,2166,5.2,2,0.70061654,0.70061654,700551.6309,4079.672323
686,252800,Kingston-Mornington-Vogeltown,Kingston-Mornington-Vogeltown,2928,3165,3147,8.1,-0.6,0.98817822,0.98817822,988100.9902,6517.082976
687,252700,Ōwhiro Bay,Owhiro Bay,1893,1998,1995,5.5,-0.2,4.05905626,4.05905626,4059119.067,14817.30053
688,252600,Roseneath,Roseneath,1731,1788,1734,3.3,-3,0.5487053,0.5487053,548793.9775,4196.944448
689,252502,Mount Victoria South,Mount Victoria South,1629,1680,1596,3.1,-5,0.5105027,0.5105027,510598.6523,3151.177763
690,252501,Mount Victoria North,Mount Victoria North,2766,2844,2778,2.8,-2.3,0.56832016,0.56832016,568301.1182,3546.169226
691,252400,Mount Cook East,Mount Cook East,2442,2637,2646,8,0.3,0.43571666,0.43571666,435687.0996,2898.220647
692,252300,Oriental Bay,Oriental Bay,1383,1389,1350,0.4,-2.8,0.30308899,0.30308899,303079.2373,3943.368985
693,252200,Brooklyn South,Brooklyn South,1686,1785,1908,5.9,6.9,1.82833116,1.82833116,1828361.606,8467.004575
694,252100,Vivian East,Vivian East,2223,2394,2694,7.7,12.5,0.28635629,0.28635629,286339.0391,2434.655993
695,252002,Mount Cook South,Mount Cook South,1104,1155,1077,4.6,-6.8,0.35237272,0.35237272,352290.8789,3026.375025
696,252001,Mount Cook North,Mount Cook North,3057,3069,2964,0.4,-3.4,0.26128935,0.26128935,261269.2451,2134.767965
697,251900,Brooklyn East,Brooklyn East,2709,2712,2655,0.1,-2.1,0.90287084,0.90287084,902790.2539,5721.519259
698,251800,Courtenay,Courtenay,1521,1761,1743,15.8,-1,0.32653298,0.32653298,326515.7334,2982.322988
699,251700,Vivian West,Vivian West,2832,3483,3240,23,-7,0.37004108,0.37004108,370053.916,2793.37164
700,251602,Dixon Street East,Dixon Street East,2280,2769,3420,21.4,23.5,0.18653475,0.18653475,186550.7881,1846.329967
701,251601,Dixon Street West,Dixon Street West,1368,1413,1275,3.3,-9.8,0.11527867,0.11527867,115297.9053,1499.400029
702,251500,Brooklyn North,Brooklyn North,2112,2211,2103,4.7,-4.9,1.24558295,1.24558295,1245668.729,6854.168267
703,251400,Wellington Central,Wellington Central,2886,3000,3018,4,0.6,0.56118027,0.56118027,561148.8672,4413.630014
704,251300,Wellington University,Wellington University,1503,1494,1293,-0.6,-13.5,0.41688681,0.41688681,416885.1719,3353.094146
705,251200,Aro Valley,Aro Valley,3621,3762,3582,3.9,-4.8,1.24712411,1.24712411,1247218.146,7242.657399
706,251100,Kelburn,Kelburn,1959,2157,2064,10.1,-4.3,0.49478579,0.49478579,494815.9131,3970.07021
707,251000,Wellington Botanic Gardens,Wellington Botanic Gardens,1119,1119,933,0,-16.6,0.52323857,0.52323857,523220.459,3482.284531
708,250902,Thorndon South,Thorndon South,1608,1695,1701,5.4,0.4,0.46075954,0.46075954,460859.2559,4145.700829
709,250901,Thorndon North,Thorndon North,2082,2325,2211,11.7,-4.9,1.02488869,1.02488869,1024876.234,5318.392125
710,250800,Northland (Wellington City),Northland (Wellington City),3357,3552,3435,5.8,-3.3,1.26113511,1.26113511,1261056.671,6274.856627
711,250700,Pipitea-Kaiwharawhara,Pipitea-Kaiwharawhara,849,960,933,13.1,-2.8,2.21504197,2.21504197,2214788.509,17681.29353
712,250600,Karori East,Karori East,3543,3561,3459,0.5,-2.9,1.22916177,1.22916177,1229196.042,6088.859722
713,250500,Onslow,Onslow,1689,1818,1776,7.6,-2.3,0.76816723,0.76816723,768282.0332,4741.891673
714,250401,Karori South,Karori South,3435,3672,3462,6.9,-5.7,1.20914563,1.20914563,1209141.878,5841.153853
715,250300,Wadestown,Wadestown,3516,3753,3696,6.7,-1.5,1.44133089,1.44133089,1441302.568,6398.755213
716,250200,Khandallah South,Khandallah South,1869,2004,1959,7.2,-2.2,0.72738937,0.72738937,727378.4121,4502.424523
717,250100,Wilton,Wilton,2049,2205,2127,7.6,-3.5,1.26031016,1.26031016,1260146.671,7447.659971
718,250000,Khandallah North,Khandallah North,2604,2724,2646,4.6,-2.9,1.01474055,1.01474055,1014654.876,4913.795205
719,249900,Karori North,Karori North,2553,2589,2568,1.4,-0.8,1.61904485,1.61904485,1618971.313,6259.726553
720,249800,Woodridge,Woodridge,1266,1605,1914,26.8,19.3,0.98998099,0.98998099,990137.8848,4540.859451
721,249702,Newlands East,Newlands East,2595,2784,2877,7.3,3.3,1.98651423,1.98651423,1986316.442,8827.32887
722,249701,Newlands South,Newlands South,1860,2136,2451,14.8,14.7,3.99565853,3.99565853,3995560.529,11445.11392
723,249600,Ngaio South,Ngaio South,3057,3087,3069,1,-0.6,1.3662877,1.3662877,1366264.42,6425.253939
724,249501,Newlands North,Newlands North,3045,3162,3018,3.8,-4.6,0.88983545,0.88983545,889893.3877,6313.983889
725,249402,Karori West,Karori West,2649,2760,2718,4.2,-1.5,1.06282679,1.06282679,1062703.451,4199.000487
726,249401,Karori Park,Karori Park,2499,2655,2556,6.2,-3.7,1.15704155,1.15704155,1157085.434,6825.126776
727,249300,Khandallah Reserve,Khandallah Reserve,2052,2037,2049,-0.7,0.6,1.16610054,1.16610054,1165892.925,7039.079017
728,249200,Johnsonville South,Johnsonville South,1656,1692,1914,2.2,13.1,0.71079713,0.71079713,710942.3984,5336.943661
729,249101,Crofton Downs,Crofton Downs,1548,1641,1968,6,19.9,1.57145384,1.57145384,1571493.312,7112.863374
730,249000,Broadmeadows,Broadmeadows,1536,1629,1689,6.1,3.7,0.64213679,0.64213679,641975.0869,3753.041367
731,248900,Johnsonville Central,Johnsonville Central,2403,2802,2853,16.6,1.8,0.95171371,0.95171371,951602.3604,5350.472805
732,248800,Ngaio North,Ngaio North,2442,2547,2475,4.3,-2.8,0.82388533,0.82388533,823833.9668,6628.535118
733,248701,Paparangi,Paparangi,2514,2616,2781,4.1,6.3,1.25917134,1.25917134,1258860.039,5349.920995
734,248600,Johnsonville North,Johnsonville North,3006,3243,3282,7.9,1.2,0.894729,0.894729,894805.1465,5832.323472
735,248500,Grenada Village,Grenada Village,1248,1704,1830,36.5,7.4,1.45200701,1.45200701,1452092.28,6571.511054
736,248400,Johnsonville West,Johnsonville West,3171,3369,3471,6.2,3,1.17693046,1.17693046,1176976.329,6515.491994
737,248301,Churton Park South,Churton Park South,3291,3402,3465,3.4,1.9,1.26594404,1.26594404,1266105.261,6423.780653
738,248200,Takapu-Horokiwi,Takapu-Horokiwi,246,273,264,11,-3.3,19.10182288,19.10182288,19101156.2,30153.51423
739,248102,Glenside-Churton Park East,Glenside-Churton Park East,348,396,471,13.8,18.9,2.48377597,2.48377597,2483633.885,7727.64511
740,248101,Churton Park North,Churton Park North,2889,3462,4383,19.8,26.6,2.30585306,2.30585306,2306028.44,8310.195893
741,248000,Grenada North,Grenada North,2163,2286,2475,5.7,8.3,5.78908666,5.78908666,5789295.762,15417.21132
742,247900,Tawa Central,Tawa Central,2589,2643,2703,2.1,2.3,1.53174675,1.53174675,1531580.02,6963.791202
743,247800,Tawa South,Tawa South,3300,3426,3435,3.8,0.3,2.54809131,2.54809131,2548037.951,9150.983848
744,247700,Linden,Linden,3045,3258,3324,7,2,1.11886482,1.11886482,1118859.877,5408.309405
745,247600,Tawa North,Tawa North,3009,3189,3192,6,0.1,1.44407523,1.44407523,1444062.684,5947.156798
746,247501,Mākara-Ohariu,Makara-Ohariu,846,945,978,11.7,3.5,177.1990112,177.1990112,177199091.1,97243.57547
747,247400,Homedale West,Homedale West,2454,2631,2721,7.2,3.4,1.31102991,1.31102991,1310923.83,8093.886757
748,247300,Homedale East,Homedale East,2895,3063,3126,5.8,2.1,2.92910432,2.92910432,2929279.582,11406.86081
749,247200,Eastbourne,Eastbourne,2721,2709,2796,-0.4,3.2,1.92754129,1.92754129,1927399.078,11217.25991
750,247100,Wainuiomata Central,Wainuiomata Central,1680,1803,1920,7.3,6.5,1.2628877,1.2628877,1262901.111,5815.978073
751,247000,Glendale,Glendale,3801,4050,4452,6.6,9.9,3.20912732,3.20912732,3209071.87,11185.11428
752,246900,Wainuiomata West,Wainuiomata West,3432,3570,3849,4,7.8,2.10583367,2.10583367,2105895.836,8991.113844
753,246800,Pencarrow,Pencarrow,588,651,687,10.7,5.5,268.4001073,268.4001073,268400366.3,126929.0729
754,246700,Eastern Bays,Eastern Bays,1944,2079,1986,6.9,-4.5,1.92616916,1.92616916,1926060.976,18023.27353
755,246600,Arakura,Arakura,2445,2793,2844,14.2,1.8,1.96177017,1.96177017,1961677.646,9533.349174
756,246500,Towai,Towai,0,0,0,-998,-998,5.00726363,5.00726363,5007195.602,16148.52574
757,246400,Naenae South,Naenae South,2553,2745,2655,7.5,-3.3,1.18224139,1.18224139,1182140.308,7738.266214
758,246300,Manuka,Manuka,1680,1725,1806,2.7,4.7,1.3143085,1.3143085,1314275.95,6000.866143
759,246200,Naenae North,Naenae North,2439,2535,2514,3.9,-0.8,2.6081445,2.6081445,2607863.09,8850.223789
760,246100,Waterloo East,Waterloo East,2997,3096,3111,3.3,0.5,1.0814609,1.0814609,1081498.622,5283.759066
761,246002,Waiwhetu South,Waiwhetu South,2601,2715,2871,4.4,5.7,1.03819263,1.03819263,1038036.759,5830.581855
762,246001,Waiwhetu North,Waiwhetu North,1359,1590,1599,17,0.6,0.64154877,0.64154877,641403.6797,4452.280548
763,245900,Delaney,Delaney,2439,2604,2595,6.8,-0.3,2.06844269,2.06844269,2068435.485,8166.476546
764,245800,Moera,Moera,1533,1626,1734,6.1,6.6,0.62971545,0.62971545,629993.2627,4121.523579
765,245700,Gracefield,Gracefield,99,141,102,42.4,-27.7,3.74657298,3.74657298,3746749.073,15928.52765
766,245600,Epuni East,Epuni East,2871,2949,3174,2.7,7.6,1.00381877,1.00381877,1003896.48,5264.529545
767,245500,Waterloo West,Waterloo West,2127,2283,2397,7.3,5,0.72699777,0.72699777,727002.373,3963.292648
