OBJECTID,Statistical area 2 (SA2) 2023 code,Statistical area 2 (SA2) 2023 name,Statistical area 2 (SA2) 2023 name no macrons,"Subject pop: Census usually resident population, Year: 2013, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: 2018, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: 2023, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: Change 2013-2018, Measure: Percent, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: Change 2018-2023, Measure: Percent, Var1: Census usually resident population (Total)",Area square kilometres,Land area square kilometres,Shape__Area,Shape__Length
2220,109301,Dargaville,Dargaville,4284,4827,5016,12.7,3.9,12.85790043,12.85790043,12858609.66,22435.4057
2221,109200,Maungaru,Maungaru,1686,1800,1836,6.8,2,691.8128029,691.8128029,691811623.8,174400.9476
2222,109101,Kaipara Coastal,Kaipara Coastal,3399,3651,3846,7.4,5.3,1248.032889,1248.032889,1248031964,321362.6175
2223,109004,Waipū Rural,Waipu Rural,1215,1650,1869,35.8,13.3,133.0783295,133.0783295,133079394.5,88317.45878
2224,109003,Waipū,Waipu,867,1065,1392,22.8,30.7,3.52717397,3.52717397,3526826.464,12069.14116
2225,108900,Bream Head,Bream Head,1110,1392,1431,25.4,2.8,52.17981642,52.17981642,52178925.93,81358.11178
2226,108800,Ruakākā,Ruakaka,2007,2586,2817,28.8,8.9,15.59194604,15.59194604,15591676.39,22737.07791
2227,108701,One Tree Point,One Tree Point,1491,2217,2988,48.7,34.8,2.91449502,2.91449502,2915024.957,13605.21962
2228,108601,Bream Bay,Bream Bay,1647,2064,2340,25.3,13.4,237.6804918,237.6804918,237678726.1,140052.0152
2229,108500,Pārua Bay,Parua Bay,2013,2460,2574,22.2,4.6,39.15885368,39.15885368,39158647.63,55689.2064
2230,108300,Onerahi,Onerahi,2145,2457,2376,14.5,-3.3,2.29379074,2.29379074,2293554.218,7716.613205
2231,108200,Sherwood Rise,Sherwood Rise,2226,2457,2424,10.4,-1.3,1.30665087,1.30665087,1306746.729,5512.405345
2232,108100,Onerahi Park,Onerahi Park,1419,1584,1611,11.6,1.7,1.99901062,1.99901062,1999226.506,8571.329853
2233,108000,Pātaua,Pataua,1278,1584,1788,23.9,12.9,128.7079869,128.7079869,128707526.8,129154.8569
2234,107901,Port-Limeburners,Port-Limeburners,39,102,84,161.5,-17.6,6.8140361,6.8140361,6813833.664,14510.45673
2235,107800,Oakleigh-Mangapai,Oakleigh-Mangapai,2205,2310,2409,4.8,4.3,323.7736246,323.7736246,323774489.6,144720.8978
2236,107700,Otaika-Portland,Otaika-Portland,1146,1338,1392,16.8,4,41.50854396,41.50854396,41507498.7,60203.88981
2237,107600,Ngunguru,Ngunguru,918,1164,1173,26.8,0.8,3.56894133,3.56894133,3569214.301,17820.87502
2238,107501,Morningside (Whangarei District),Morningside (Whangarei District),2067,2340,2571,13.2,9.9,1.70121352,1.70121352,1701169.999,7329.019376
2239,107401,Tarewa,Tarewa,1635,1962,2025,20,3.2,1.04181712,1.04181712,1041762.13,4990.04897
2240,107300,Raumanga,Raumanga,2817,3330,3345,18.2,0.5,3.45851817,3.45851817,3458502.989,8423.428042
2241,107200,Riverside,Riverside,1791,2085,2106,16.4,1,3.50673417,3.50673417,3506722.601,13195.86338
2242,107100,Whangārei Central,Whangarei Central,759,954,858,25.7,-10.1,2.81179369,2.81179369,2811983.017,11163.52791
2243,107000,Woodhill-Vinetown,Woodhill-Vinetown,2439,2847,2802,16.7,-1.6,1.38515815,1.38515815,1385073.096,8042.051305
2244,106902,Horahora,Horahora,1404,1587,1653,13,4.2,1.71126142,1.71126142,1711439.532,8989.517204
2245,106901,Maunu,Maunu,2244,2493,2811,11.1,12.8,5.65364645,5.65364645,5653891.262,14819.3528
2246,106800,Mairtown,Mairtown,2265,2475,2388,9.3,-3.5,0.94344416,0.94344416,943505.7139,4981.221524
2247,106700,Abbey Caves-Glenbervie,Abbey Caves-Glenbervie,1137,1329,1416,16.9,6.5,32.11053306,32.11053306,32110209.6,39072.26939
2248,106600,Kensington (Whangarei District),Kensington (Whangarei District),3012,3240,3339,7.6,3.1,3.11262999,3.11262999,3112386.479,10757.75657
2249,106501,Tikipunga South,Tikipunga South,3387,3903,3789,15.2,-2.9,2.74040866,2.74040866,2740490.305,8780.575328
2250,106401,Otangarei,Otangarei,1635,2109,2211,29,4.8,0.77428066,0.77428066,774330.2549,4026.155511
2251,106301,Pukenui,Pukenui,993,1239,1482,24.8,19.6,16.12879184,16.12879184,16128633.54,28245.48391
2252,106201,Tikipunga North,Tikipunga North,2097,3003,3939,43.2,31.2,3.00796967,3.00796967,3008036.154,10980.26949
2253,106100,Whau Valley,Whau Valley,2538,2799,2781,10.3,-0.6,7.17969266,7.17969266,7179826.41,15108.97044
2254,106000,Kamo Central,Kamo Central,1494,1680,1758,12.4,4.6,1.09355039,1.09355039,1093483.476,5205.046427
2255,105901,Granfield Reserve,Granfield Reserve,3069,3405,3597,10.9,5.6,5.07285984,5.07285984,5073376.474,14803.11599
2256,105800,Kamo East,Kamo East,2268,2871,3276,26.6,14.1,1.4271822,1.4271822,1427226.488,8019.287415
2257,105700,Kiripaka,Kiripaka,888,993,1107,11.8,11.5,72.02340649,72.02340649,72024378.18,75924.03105
2258,105601,Matapouri-Tutukākā,Matapouri-Tutukaka,1371,1701,1860,24.1,9.3,78.52793834,78.52793834,78527320.2,86883.47916
2259,105500,Kamo West,Kamo West,1983,2205,2103,11.2,-4.6,4.49813602,4.49813602,4498030.257,14503.4651
2260,105400,Maungatāpere,Maungatapere,2994,3477,3651,16.1,5,174.4821904,174.4821904,174481592.7,93344.84575
2261,105300,Kauri,Kauri,1488,1746,1866,17.3,6.9,56.00841896,56.00841896,56007505.55,56314.66038
2262,105200,Hikurangi,Hikurangi,1410,1617,1557,14.7,-3.7,4.00139063,4.00139063,4001121.981,12220.70405
2263,105101,Matarau,Matarau,2337,2676,2955,14.5,10.4,104.4164189,104.4164189,104415752.2,82615.84751
2264,104900,Whangaruru,Whangaruru,2100,2520,2733,20,8.5,469.2628542,469.2628542,469264487.7,286979.1442
2265,104800,Mangakahia-Hūkerenui,Mangakahia-Hukerenui,1641,1923,2028,17.2,5.5,659.2543301,659.2543301,659253982.1,183365.2972
2266,104700,Maromaku,Maromaku,666,774,846,16.2,9.3,238.3372869,238.3372869,238338964.9,91910.61514
2267,104600,Kawakawa,Kawakawa,1215,1464,1482,20.5,1.2,1.73138109,1.73138109,1731276.39,8878.872013
2268,104501,Moerewa,Moerewa,1398,1737,1845,24.2,6.2,4.26452607,4.26452607,4264192.138,19618.90645
2269,104400,Russell Forest-Rawhiti,Russell Forest-Rawhiti,660,690,738,4.5,7,191.3655011,191.3655011,191363163.4,285203.801
2270,104301,Ōpua (Far North District),Opua (Far North District),1020,1149,1248,12.6,8.6,5.60247316,5.60247316,5602493.499,19819.44029
2271,104200,Russell Peninsula,Russell Peninsula,525,606,705,15.4,16.3,26.16910118,26.16910118,26169472.46,75995.45692
2272,104101,Matawaia-Taumarere,Matawaia-Taumarere,1089,1272,1473,16.8,15.8,408.2357741,408.2357741,408232159.3,184416.5945
2273,104000,Mataraua Forest,Mataraua Forest,477,507,537,6.3,5.9,272.8081447,272.8081447,272809565.1,101384.4289
2274,103900,Paihia,Paihia,1290,1512,1623,17.2,7.3,2.24160089,2.24160089,2241595.447,10583.5934
2275,103800,Russell,Russell,702,762,798,8.5,4.7,3.27976731,3.27976731,3280021.154,12456.40742
2276,103700,Haruru,Haruru,867,1077,1179,24.2,9.5,1.52723479,1.52723479,1527335.159,8067.418693
2277,103600,Pakaraka,Pakaraka,555,666,702,20,5.4,72.43609857,72.43609857,72436461,59494.6319
2278,103501,Kaikohe,Kaikohe,3885,4455,4563,14.7,2.4,5.92075842,5.92075842,5920718.441,15824.54924
2279,103401,Ngapuhi,Ngapuhi,1347,1776,1920,31.8,8.1,175.1409692,175.1409692,175141571.6,103678.2063
2280,103301,Puketona-Waitangi,Puketona-Waitangi,1161,1365,1515,17.6,11,161.0716361,161.0716361,161069334.6,147445.0623
